time,timestamp,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,frontend_currencyservice,frontend_checkoutservice,frontend_adservice,frontend_cartservice,frontend_recommendationservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice
2022-08-22 21:43:20.818215568 +0000 UTC m=+64321.324169547,1661204600,0.008285714,0.003,0.008137066,0.005,0.00669708,0.175,0.015073529,0.006066667,0.014419643,0.003,0.004733333,0.01,0.025,0.005
2022-08-22 21:44:20.677065508 +0000 UTC m=+64381.183019513,1661204660,0.0115625,0.003,0.007922297,0.0038,0.00711165,0.185714286,0.009935897,0.004527778,0.017216981,0.0045,0.0039,0.0084375,0.006666667,0.003
2022-08-22 21:45:20.807053993 +0000 UTC m=+64441.313007997,1661204720,0.008645833,0.003,0.006735537,0.0034,0.007830189,0.3125,0.013068182,0.003710526,0.014363636,0.003,0.003666667,0.0071875,0.008333333,0.003
2022-08-22 21:46:20.730929995 +0000 UTC m=+64501.236883974,1661204780,0.008846154,0.003,0.008139764,0.005,0.009391304,0.1,0.015454545,0.004709677,0.016,0.003,0.003454545,0.009166667,0.0045,0.003666667
2022-08-22 21:47:20.808158395 +0000 UTC m=+64561.314112382,1661204840,0.009193548,0.003,0.007098765,0.0075,0.008240741,0.25,0.014144737,0.005438596,0.014144737,0.0075,0.003352941,0.006875,0.0075,0.005
2022-08-22 21:48:20.793756584 +0000 UTC m=+64621.299710574,1661204900,0.009305556,0.003,0.007801418,0.006666667,0.008706294,0.375,0.013214286,0.005919118,0.01578125,0.006666667,0.003947368,0.008125,0.056818182,0.005
2022-08-22 21:49:20.539618706 +0000 UTC m=+64681.045572686,1661204960,0.008653846,0.003,0.00818097,0.003588235,0.008434579,0.1,0.0139375,0.004294118,0.015338983,0.003444444,0.003842105,0.007272727,0.004411765,0.003444444
2022-08-22 21:50:20.711947454 +0000 UTC m=+64741.217901452,1661205020,0.009428571,0.003,0.008625,0.0042,0.007755102,0.375,0.013851351,0.004369863,0.016617647,0.003666667,0.0042,0.007777778,0.01,0.003666667
2022-08-22 21:51:21.072367671 +0000 UTC m=+64801.578321662,1661205081,0.009391892,0.003285714,0.008258427,0.004555556,0.007862319,0.375,0.016428571,0.006118421,0.015625,0.0042,0.003642857,0.0084375,0.004375,0.003461538
2022-08-22 21:52:20.731155244 +0000 UTC m=+64861.237109224,1661205140,0.009342105,0.003,0.007758216,0.004428571,0.008484043,0.225,0.01625,0.005039683,0.01435,0.004,0.003583333,0.009642857,0.03125,0.003
2022-08-22 21:53:20.692444875 +0000 UTC m=+64921.198398879,1661205200,0.009270833,0.003666667,0.007887931,0.003909091,0.009364035,0.375,0.015795455,0.004791045,0.016061644,0.003666667,0.003782609,0.006,0.04375,0.003461538
2022-08-22 21:54:20.775738075 +0000 UTC m=+64981.281692084,1661205260,0.007828947,0.004333333,0.007080224,0.003857143,0.006356383,0.15625,0.014054054,0.004052632,0.013333333,0.0035,0.00348,0.015,0.004666667,0.003
2022-08-22 21:55:20.845698603 +0000 UTC m=+65041.351652607,1661205320,0.008106061,0.003,0.006460396,0.003,0.015795455,0.25,0.011111111,0.004013699,0.011935484,0.003,0.003363636,0.0038,0.0625,0.004
2022-08-22 21:56:20.76361284 +0000 UTC m=+65101.269566830,1661205380,0.008581081,0.003,0.008018433,0.005625,0.00781746,0.1375,0.0125,0.004859649,0.015666667,0.003666667,0.00364,0.0075,0.00625,0.005
2022-08-22 21:57:20.592115576 +0000 UTC m=+65161.098069568,1661205440,0.009732143,0.003,0.00722973,0.006428571,0.008365385,0.25,0.012960526,0.005219298,0.01505102,0.005833333,0.003583333,0.0095,0.05,0.004333333
2022-08-22 21:58:20.66528748 +0000 UTC m=+65221.171241461,1661205500,0.008965517,0.003,0.007896476,0.003,0.007853982,0.1,0.013841463,0.00374359,0.014728261,0.005,0.003933333,0.00875,0.004333333,0.003666667
2022-08-22 21:59:20.713699474 +0000 UTC m=+65281.219653462,1661205560,0.009916667,0.003333333,0.007922535,0.0038,0.007136364,0.25,0.010775862,0.003825,0.015394737,0.005625,0.00332,0.01375,0.057142857,0.003545455
2022-08-22 22:00:20.622520042 +0000 UTC m=+65341.128474022,1661205620,0.0094375,0.003,0.008020833,0.007,0.0205,0.175,0.015073529,0.006085526,0.014402174,0.003,0.00347619,0.0075,0.0045,0.0034
2022-08-22 22:01:20.659365671 +0000 UTC m=+65401.165319650,1661205680,0.008206522,0.003,0.007790698,0.00625,0.00730916,0.25,0.01347561,0.004827586,0.0139,0.005,0.003526316,0.008125,0.003923077,0.0042
2022-08-22 22:02:20.789230733 +0000 UTC m=+65461.295184725,1661205740,0.008673469,0.003,0.007614329,0.004428571,0.008392857,0.175,0.016290323,0.004047619,0.015089286,0.003,0.003551724,0.008,0.0075,0.003
2022-08-22 22:03:20.527112416 +0000 UTC m=+65521.033066397,1661205800,0.008333333,0.003,0.007338403,0.003,0.0075,0.2125,0.010775862,0.003707317,0.013317308,0.003666667,0.003482759,0.0084375,0.0175,0.003
2022-08-22 22:04:20.788095901 +0000 UTC m=+65581.294049910,1661205860,0.01,0.003,0.008353659,0.004,0.007625899,0.175,0.01375,0.004333333,0.016545455,0.00625,0.004157895,0.0075,0.005,0.0034
2022-08-22 22:05:20.568678947 +0000 UTC m=+65641.074632927,1661205920,0.008602941,0.003,0.007158273,0.005,0.017105263,0.25,0.012142857,0.005,0.012833333,0.003333333,0.0037,0.007692308,0.00875,0.003333333
2022-08-22 22:06:20.694555533 +0000 UTC m=+65701.200509521,1661205980,0.009487179,0.003,0.008178571,0.003857143,0.008574219,0.175,0.014545455,0.005757576,0.015921053,0.0035,0.003666667,0.0085,0.004111111,0.003857143
2022-08-22 22:07:20.587872731 +0000 UTC m=+65761.093826747,1661206040,0.010227273,0.003666667,0.00779476,0.003666667,0.007653061,0.375,0.016513158,0.004261538,0.015265957,0.003666667,0.003631579,0.013333333,0.05625,0.003666667
2022-08-22 22:08:20.699887016 +0000 UTC m=+65821.205840997,1661206100,0.009469697,0.003,0.008502538,0.003666667,0.00934466,0.2125,0.01527027,0.003974359,0.015961538,0.005,0.004833333,0.0075,0.0035,0.003
2022-08-22 22:09:20.82238905 +0000 UTC m=+65881.328343062,1661206160,0.0095625,0.003,0.007883772,0.004333333,0.00807377,0.175,0.012327586,0.006373239,0.015597015,0.0038,0.003842105,0.008611111,0.005833333,0.003153846
2022-08-22 22:10:21.01152055 +0000 UTC m=+65941.517474530,1661206221,0.009744898,0.003666667,0.008934169,0.005555556,0.006781437,0.175,0.018513514,0.006465517,0.016730769,0.0042,0.004636364,0.008571429,0.003666667,0.003909091
2022-08-22 22:11:20.827890804 +0000 UTC m=+66001.333844784,1661206280,0.011097561,0.003333333,0.009340426,0.0038,0.008397436,0.19,0.014596774,0.004731343,0.017112069,0.0045,0.003833333,0.0125,0.004833333,0.0045
2022-08-22 22:12:20.779766337 +0000 UTC m=+66061.285720346,1661206340,0.00962963,0.003,0.007805164,0.004555556,0.009210526,0.235,0.016,0.004272727,0.016306818,0.003,0.003521739,0.007142857,0.075,0.003461538
2022-08-22 22:13:20.646836932 +0000 UTC m=+66121.152790922,1661206400,0.00875,0.003,0.006713362,0.005,0.007520492,0.175,0.011985294,0.003863636,0.014305556,0.003,0.003352941,0.01,0.003333333,0.0034
2022-08-22 22:14:20.794868557 +0000 UTC m=+66181.300822542,1661206460,0.007819149,0.003,0.007277132,0.005,0.005705645,0.1375,0.015675676,0.005375,0.01,0.003,0.004333333,0.01,0.003,0.003
2022-08-22 22:15:20.740984579 +0000 UTC m=+66241.246938567,1661206520,0.008355263,0.003285714,0.007094595,0.006,0.008053279,0.196428571,0.015131579,0.005809859,0.013947368,0.003666667,0.0039,0.0145,0.0038,0.004555556
2022-08-22 22:16:20.809231767 +0000 UTC m=+66301.315185771,1661206580,0.008958333,0.003,0.007945076,0.0035,0.007733051,0.25,0.0139375,0.00402439,0.015357143,0.003857143,0.004052632,0.0095,0.004625,0.003105263
2022-08-22 22:17:20.560417993 +0000 UTC m=+66361.066372007,1661206640,0.012,0.003,0.008862816,0.004714286,0.009583333,0.225,0.015681818,0.003853933,0.017346939,0.005,0.004043478,0.0225,0.00625,0.005
2022-08-22 22:18:20.76240702 +0000 UTC m=+66421.268361009,1661206700,0.00875,0.003333333,0.008125,0.006818182,0.008504274,0.22,0.01375,0.0055,0.014833333,0.0038,0.004176471,0.01375,0.034375,0.003545455
2022-08-22 22:19:20.596465709 +0000 UTC m=+66481.102419690,1661206760,0.00975,0.003,0.008032129,0.00625,0.006891892,0.2125,0.01375,0.005227273,0.01505102,0.0034,0.003421053,0.0075,0.004333333,0.004142857
2022-08-22 22:20:20.640549246 +0000 UTC m=+66541.146503243,1661206820,0.011935484,0.003,0.008683128,0.005,0.009354167,0.25,0.014583333,0.005083333,0.016428571,0.004714286,0.003956522,0.008461538,0.007916667,0.0036
2022-08-22 22:21:20.657894145 +0000 UTC m=+66601.163848125,1661206880,0.008469388,0.003,0.007705479,0.003333333,0.008109244,0.25,0.011640625,0.004162162,0.014326923,0.0045,0.004222222,0.00875,0.0225,0.0038
2022-08-22 22:22:20.715378285 +0000 UTC m=+66661.221332266,1661206940,0.008536585,0.003,0.007679856,0.004555556,0.008013393,0.196428571,0.013145161,0.004108108,0.013510638,0.003285714,0.003588235,0.01,0.00875,0.003909091
2022-08-22 22:23:20.814550716 +0000 UTC m=+66721.320504720,1661207000,0.009779412,0.003,0.007797357,0.005833333,0.009338235,0.2,0.00974359,0.005,0.014946809,0.0038,0.003727273,0.006,0.008125,0.005
2022-08-22 22:24:20.808481493 +0000 UTC m=+66781.314435501,1661207060,0.008369565,0.004,0.0075,0.005625,0.007676991,0.25,0.014144737,0.005645161,0.014636364,0.003,0.003315789,0.008888889,0.03125,0.005
2022-08-22 22:25:20.961144882 +0000 UTC m=+66841.467098862,1661207120,0.010365854,0.003,0.008738806,0.003,0.008305785,0.175,0.016647727,0.005961538,0.017297297,0.005,0.0035,0.008333333,0.005,0.005
2022-08-22 22:26:20.546574343 +0000 UTC m=+66901.052528326,1661207180,0.009285714,0.003,0.007588933,0.006666667,0.007638889,0.25,0.012068966,0.004758621,0.015357143,0.0075,0.003333333,0.015625,0.0045,0.003
2022-08-22 22:27:20.82957607 +0000 UTC m=+66961.335530050,1661207240,0.009583333,0.003,0.008270677,0.005714286,0.007913223,0.175,0.015755814,0.004704918,0.016,0.0042,0.0038,0.007666667,0.003545455,0.003909091
2022-08-22 22:28:20.771149345 +0000 UTC m=+67021.277103360,1661207300,0.007760417,0.003,0.007747525,0.0042,0.008461538,0.175,0.012291667,0.006532258,0.014471154,0.005,0.004714286,0.0075,0.004333333,0.0042
2022-08-22 22:29:20.808930464 +0000 UTC m=+67081.314884446,1661207360,0.0095,0.003,0.00874498,0.004555556,0.007480469,0.225,0.015232558,0.006031746,0.018197674,0.004,0.004294118,0.0071875,0.007,0.003125
2022-08-22 22:30:20.615895323 +0000 UTC m=+67141.121849308,1661207420,0.008977273,0.003,0.007777778,0.0035,0.00701087,0.19375,0.013648649,0.004205128,0.015125,0.004333333,0.003666667,0.007857143,0.04375,0.003857143
2022-08-22 22:31:20.822479729 +0000 UTC m=+67201.328433718,1661207480,0.008255814,0.003,0.00748927,0.005,0.009160448,0.2125,0.013629032,0.004424242,0.013913043,0.005,0.003869565,0.01,0.005,0.003666667
2022-08-22 22:32:20.960898907 +0000 UTC m=+67261.466852919,1661207540,0.008455882,0.003,0.007150424,0.0042,0.012790698,0.225,0.0143125,0.003772727,0.013,0.003666667,0.003526316,0.007916667,0.04375,0.003285714
2022-08-22 22:33:20.815944288 +0000 UTC m=+67321.321898278,1661207600,0.008714286,0.005,0.00754386,0.00625,0.009123377,0.25,0.013984375,0.005735294,0.013333333,0.003666667,0.003666667,0.0090625,0.029166667,0.003285714
2022-08-22 22:34:20.976023025 +0000 UTC m=+67381.481977006,1661207660,0.0093125,0.003,0.008142523,0.007142857,0.008761682,0.34375,0.013653846,0.006107143,0.015048077,0.0035,0.0035,0.009166667,0.00875,0.003857143
2022-08-22 22:35:20.96672866 +0000 UTC m=+67441.472682671,1661207720,0.007978723,0.003,0.007357143,0.0034,0.008146067,0.333333333,0.012916667,0.004142857,0.012934783,0.004,0.003705882,0.01,0.003727273,0.0034
2022-08-22 22:36:20.617527026 +0000 UTC m=+67501.123481029,1661207780,0.008622449,0.003,0.007243976,0.004272727,0.009084158,0.175,0.014148936,0.00452,0.015375,0.004,0.00316,0.007916667,0.004222222,0.00325
2022-08-22 22:37:20.93495261 +0000 UTC m=+67561.440906589,1661207840,0.008231707,0.0034,0.007458472,0.004428571,0.007321429,0.25,0.014375,0.005757576,0.013823529,0.004,0.003666667,0.008333333,0.005,0.004428571
2022-08-22 22:38:20.652966259 +0000 UTC m=+67621.158920240,1661207900,0.0083125,0.003,0.007249071,0.00625,0.008207547,0.175,0.009848485,0.005807692,0.015543478,0.004,0.00348,0.008125,0.003666667,0.004
2022-08-22 22:39:20.790644285 +0000 UTC m=+67681.296598266,1661207960,0.008680556,0.004,0.008214286,0.004,0.007653509,0.25,0.013243243,0.004138462,0.015576923,0.004,0.003705882,0.0075,0.0075,0.004
2022-08-22 22:40:20.738961461 +0000 UTC m=+67741.244915449,1661208020,0.008061224,0.003333333,0.007878549,0.0038,0.017692308,0.291666667,0.015384615,0.00404,0.014386792,0.0045,0.004052632,0.007333333,0.029166667,0.0045
2022-08-22 22:41:20.75078142 +0000 UTC m=+67801.256735401,1661208080,0.008581081,0.0035,0.00769,0.004333333,0.006518692,0.19375,0.013870968,0.005,0.0133,0.0035,0.0042,0.00875,0.0038,0.004333333
2022-08-22 22:42:20.884418515 +0000 UTC m=+67861.390372524,1661208140,0.009935897,0.0035,0.008205882,0.005833333,0.007598425,0.3125,0.015921053,0.00576087,0.014655172,0.003,0.004882353,0.006071429,0.009166667,0.003857143
2022-08-22 22:43:20.876556375 +0000 UTC m=+67921.382510366,1661208200,0.009662162,0.003,0.007933071,0.005,0.008761905,0.2125,0.0175,0.00557377,0.016666667,0.003666667,0.004058824,0.0115,0.009166667,0.003285714
2022-08-22 22:44:20.80580679 +0000 UTC m=+67981.311760800,1661208260,0.009189189,0.0034,0.007675,0.005714286,0.006489726,0.19375,0.015284091,0.00435,0.013979592,0.004,0.003952381,0.01,0.007,0.004428571
2022-08-22 22:45:20.92881893 +0000 UTC m=+68041.434772922,1661208320,0.008141026,0.003,0.006327434,0.0035,0.006039604,0.375,0.014230769,0.00386747,0.012163462,0.005,0.003222222,0.009166667,0.0075,0.003
2022-08-22 22:46:20.891619438 +0000 UTC m=+68101.397573423,1661208380,0.00902439,0.003,0.008496503,0.0034,0.008731343,0.375,0.015178571,0.004323529,0.0165625,0.00625,0.003666667,0.016428571,0.01375,0.00625
2022-08-22 22:47:20.634813072 +0000 UTC m=+68161.140767051,1661208440,0.008532609,0.0034,0.00752669,0.00625,0.00983871,0.205,0.011293103,0.005576923,0.01375,0.0034,0.003434783,0.01,0.004384615,0.004
2022-08-22 22:48:20.738136983 +0000 UTC m=+68221.244091004,1661208500,0.008125,0.003,0.007544643,0.005454545,0.008445946,0.19375,0.015217391,0.005729167,0.0149,0.003181818,0.004263158,0.008645833,0.0055,0.003285714
2022-08-22 22:49:20.692170491 +0000 UTC m=+68281.198124471,1661208560,0.009852941,0.003333333,0.008668831,0.004111111,0.007565217,0.175,0.013846154,0.003925,0.016160714,0.003333333,0.004222222,0.0065,0.004384615,0.0038
2022-08-22 22:50:20.713576081 +0000 UTC m=+68341.219530064,1661208620,0.009479167,0.0035,0.009372659,0.0075,0.008523622,0.2125,0.019932432,0.005,0.016639344,0.005833333,0.005,0.0175,0.004,0.005
2022-08-22 22:51:20.710225355 +0000 UTC m=+68401.216179343,1661208680,0.009852941,0.003,0.008476563,0.00625,0.007546296,0.175,0.015961538,0.005778689,0.01627551,0.00625,0.004444444,0.0075,0.004333333,0.004
2022-08-22 22:52:20.770777385 +0000 UTC m=+68461.276731374,1661208740,0.008854167,0.004,0.007443182,0.007,0.007093496,0.175,0.012142857,0.00483871,0.014759615,0.004,0.003333333,0.0075,0.00375,0.004
2022-08-22 22:53:20.906194986 +0000 UTC m=+68521.412148968,1661208800,0.009360465,0.003,0.008586957,0.003,0.008991597,0.2,0.014821429,0.004564103,0.01625,0.005,0.003846154,0.02125,0.028125,0.003666667
2022-08-22 22:54:20.84385642 +0000 UTC m=+68581.349810430,1661208860,0.007734375,0.003,0.006839431,0.003666667,0.007305825,0.175,0.011829268,0.003853333,0.012934783,0.005,0.003727273,0.004,0.004333333,0.003666667
2022-08-22 22:55:21.290979624 +0000 UTC m=+68641.796933615,1661208921,0.013,0.003,0.008843458,0.0034,0.007714844,0.15,0.016,0.00457377,0.0163,0.003,0.0034,0.0075,0.003571429,0.003
2022-08-22 22:56:20.655864376 +0000 UTC m=+68701.161818357,1661208980,0.0086875,0.003,0.007436131,0.0075,0.008842975,0.175,0.014821429,0.005833333,0.014722222,0.004,0.003344828,0.0175,0.0035,0.005
2022-08-22 22:57:20.872084154 +0000 UTC m=+68761.378038133,1661209040,0.00922619,0.003,0.008219697,0.004777778,0.007449664,0.175,0.014807692,0.006341463,0.016653226,0.003666667,0.003782609,0.006911765,0.004368421,0.003461538
2022-08-22 22:58:20.773900912 +0000 UTC m=+68821.279854910,1661209100,0.009015152,0.004333333,0.007454044,0.005,0.006476378,0.1375,0.015208333,0.003987654,0.015833333,0.003,0.004263158,0.00875,0.005,0.003222222
2022-08-22 22:59:20.792635174 +0000 UTC m=+68881.298589155,1661209160,0.009329268,0.003285714,0.007850746,0.004555556,0.011125,0.23125,0.013308824,0.004652174,0.014326923,0.003285714,0.0038,0.008333333,0.0375,0.003461538
2022-08-22 23:00:20.880029963 +0000 UTC m=+68941.385983951,1661209220,0.008918919,0.004,0.007554545,0.004428571,0.007652672,0.175,0.014772727,0.004189189,0.01442623,0.00625,0.004142857,0.008333333,0.004333333,0.005
2022-08-22 23:01:20.866375111 +0000 UTC m=+69001.372329103,1661209280,0.00825,0.003,0.007684729,0.007272727,0.007363281,0.2125,0.011714286,0.006021127,0.014772727,0.006666667,0.0035,0.008125,0.004285714,0.004428571
2022-08-22 23:02:20.94877237 +0000 UTC m=+69061.454726351,1661209340,0.01,0.003,0.007547529,0.00475,0.008976378,0.175,0.013269231,0.00575,0.016388889,0.003285714,0.003333333,0.01375,0.003666667,0.003666667
2022-08-22 23:03:20.936722123 +0000 UTC m=+69121.442676105,1661209400,0.010803571,0.005,0.008566351,0.006666667,0.008392857,0.25,0.0175,0.004301587,0.016923077,0.003,0.0038,0.00875,0.0175,0.005
2022-08-22 23:04:20.929383841 +0000 UTC m=+69181.435337852,1661209460,0.008785714,0.003,0.008231047,0.0042,0.008507752,0.2,0.014459459,0.004507692,0.015625,0.003666667,0.004058824,0.008928571,0.004,0.003
2022-08-22 23:05:20.924578656 +0000 UTC m=+69241.430532648,1661209520,0.009342105,0.003,0.007783401,0.003333333,0.01375,0.225,0.015357143,0.004239437,0.014471154,0.0038,0.003857143,0.01,0.004538462,0.003333333
2022-08-22 23:06:20.708620468 +0000 UTC m=+69301.214574472,1661209580,0.007722222,0.003,0.006676245,0.005,0.009494681,0.2,0.011442308,0.004306667,0.011956522,0.004,0.00362069,0.00875,0.004466667,0.003666667
2022-08-22 23:07:20.902694259 +0000 UTC m=+69361.408648240,1661209640,0.008671875,0.003,0.007892336,0.005909091,0.00877193,0.196428571,0.011875,0.005362903,0.014011628,0.003571429,0.003592593,0.008026316,0.006666667,0.0034
2022-08-22 23:08:20.669816818 +0000 UTC m=+69421.175770800,1661209700,0.008581081,0.003,0.007609756,0.003857143,0.009596774,0.25,0.012903226,0.00454386,0.013571429,0.004333333,0.004428571,0.008333333,0.060714286,0.0035
2022-08-22 23:09:20.630233967 +0000 UTC m=+69481.136187988,1661209760,0.013541667,0.0035,0.008764045,0.003666667,0.008345865,0.19375,0.015913462,0.004605634,0.01671875,0.003857143,0.004733333,0.0090625,0.004444444,0.0035
2022-08-22 23:10:21.069526836 +0000 UTC m=+69541.575480818,1661209821,0.008375,0.003,0.006886121,0.0035,0.0081875,0.175,0.011935484,0.006321429,0.014132653,0.004333333,0.003210526,0.007857143,0.004714286,0.004333333
2022-08-22 23:11:20.957348818 +0000 UTC m=+69601.463302822,1661209880,0.008989362,0.003,0.008402778,0.006666667,0.009369919,0.15625,0.015192308,0.00617284,0.016696429,0.004333333,0.00364,0.01,0.00875,0.004333333
2022-08-22 23:12:20.858836013 +0000 UTC m=+69661.364789995,1661209940,0.00872093,0.003,0.007774914,0.004555556,0.008912037,0.175,0.016453488,0.004394737,0.014913793,0.003666667,0.003916667,0.0075,0.003875,0.003666667
2022-08-22 23:13:20.625121618 +0000 UTC m=+69721.131075616,1661210000,0.0085,0.003666667,0.007908745,0.007142857,0.007350427,0.175,0.012578125,0.003902439,0.015131579,0.005,0.004714286,0.0145,0.004142857,0.003666667
2022-08-22 23:14:20.919680698 +0000 UTC m=+69781.425634703,1661210060,0.00797619,0.003285714,0.006930147,0.007307692,0.007066116,0.19375,0.014666667,0.00468254,0.011875,0.005,0.003761905,0.007857143,0.0075,0.005
2022-08-22 23:15:20.738557916 +0000 UTC m=+69841.244511897,1661210120,0.009814815,0.003,0.008176606,0.006666667,0.00726087,,0.015431034,0.005703125,0.015581395,0.005,0.003952381,0.00625,0.004333333,0.003
2022-08-22 23:16:20.689210467 +0000 UTC m=+69901.195164455,1661210180,0.009013158,0.0035,0.007894295,0.003857143,0.009074074,0.225,0.013409091,0.004968254,0.016111111,0.0035,0.003666667,0.007777778,0.0075,0.003857143
2022-08-22 23:17:20.563231857 +0000 UTC m=+69961.069185837,1661210240,0.009054054,0.003,0.007570281,0.004,0.008306452,0.2125,0.014375,0.0038,0.014539474,0.0034,0.003222222,0.0075,0.004111111,0.003666667
2022-08-22 23:18:20.65753147 +0000 UTC m=+70021.163485462,1661210300,0.0139375,0.003,0.008417208,0.003222222,0.007153846,0.23125,0.012282609,0.004806452,0.016,0.003,0.00364,0.009166667,0.0375,0.004333333
2022-08-22 23:19:21.107642356 +0000 UTC m=+70081.613596343,1661210361,0.011776316,0.003333333,0.008686131,0.006818182,0.008586957,0.25,0.0175,0.006677215,0.016355932,0.0038,0.003916667,0.009642857,0.005,0.004111111
